date,units_sold
2014-04-08,6796.0
2014-04-09,6870.0
2014-04-10,6844.0
2014-04-11,7717.0
2014-04-12,9292.0
2014-04-13,10329.0
2014-04-14,6836.0
2014-04-15,6710.0
2014-04-16,7281.0
2014-04-17,6822.0
2014-04-18,8424.0
2014-04-19,10247.0
2014-04-20,9159.0
2014-04-21,6608.0
2014-04-22,6603.0
2014-04-23,5959.0
2014-04-24,6191.0
2014-04-25,6967.0
2014-04-26,9112.0
2014-04-27,9584.0
2014-04-28,6797.0
2014-04-29,5651.0
2014-04-30,5895.0
2014-05-01,7057.0
2014-05-02,7585.0
2014-05-03,9918.0
2014-05-04,10183.0
2014-05-05,7409.0
2014-05-06,6705.0
2014-05-07,7375.0
2014-05-08,5993.0
2014-05-09,7051.0
2014-05-10,8696.0
2014-05-11,7930.0
2014-05-12,7485.0
2014-05-13,6976.0
2014-05-14,6050.0
2014-05-15,6269.0
2014-05-16,7645.0
2014-05-17,8386.0
2014-05-18,9514.0
2014-05-19,6821.0
2014-05-20,5833.0
2014-05-21,5623.0
2014-05-22,5971.0
2014-05-23,6539.0
2014-05-24,8118.0
2014-05-25,8116.0
2014-05-26,7083.0
2014-05-27,5962.0
2014-05-28,5597.0
2014-05-29,5666.0
2014-05-30,7186.0
2014-05-31,8508.0
2014-06-01,10099.0
2014-06-02,7366.0
2014-06-03,6906.0
2014-06-04,6455.0
2014-06-05,7073.0
2014-06-06,7797.0
2014-06-07,9086.0
2014-06-08,9868.0
2014-06-09,7601.0
2014-06-10,6490.0
2014-06-11,6808.0
2014-06-12,6756.0
2014-06-13,7930.0
2014-06-14,9538.0
2014-06-15,8686.0
2014-06-16,7421.0
2014-06-17,6511.0
2014-06-18,6845.0
2014-06-19,6644.0
2014-06-20,8003.0
2014-06-21,8677.0
2014-06-22,9189.0
2014-06-23,6635.0
2014-06-24,6374.0
2014-06-25,5910.0
2014-06-26,5782.0
2014-06-27,6913.0
2014-06-28,8211.0
2014-06-29,8645.0
2014-06-30,7050.0
2014-07-01,7822.0
2014-07-02,6869.0
2014-07-03,9340.0
2014-07-04,7756.0
2014-07-05,8465.0
2014-07-06,10251.0
2014-07-07,7874.0
2014-07-08,7202.0
2014-07-09,7114.0
2014-07-10,7070.0
2014-07-11,8141.0
2014-07-12,9903.0
2014-07-13,9744.0
2014-07-14,7092.0
2014-07-15,7015.0
2014-07-16,6553.0
2014-07-17,6410.0
2014-07-18,7467.0
2014-07-19,9028.0
2014-07-20,9935.0
2014-07-21,6869.0
2014-07-22,6312.0
2014-07-23,6565.0
2014-07-24,6438.0
2014-07-25,6971.0
2014-07-26,7728.0
2014-07-27,9193.0
2014-07-28,7323.0
2014-07-29,6539.0
2014-07-30,6466.0
2014-07-31,6759.0
2014-08-01,9047.0
2014-08-02,9701.0
2014-08-03,10387.0
2014-08-04,8180.0
2014-08-05,7373.0
2014-08-06,6870.0
2014-08-07,7249.0
2014-08-08,8135.0
2014-08-09,9352.0
2014-08-10,9935.0
2014-08-11,7163.0
2014-08-12,7126.0
2014-08-13,7329.0
2014-08-14,6749.0
2014-08-15,7778.0
2014-08-16,9450.0
2014-08-17,10400.0
2014-08-18,7521.0
2014-08-19,6587.0
2014-08-20,6432.0
2014-08-21,6442.0
2014-08-22,7214.0
2014-08-23,9440.0
2014-08-24,10880.0
2014-08-25,6991.0
2014-08-26,6614.0
2014-08-27,5705.0
2014-08-28,5957.0
2014-08-29,7054.0
2014-08-30,9200.0
2014-08-31,8530.0
2014-09-01,9186.0
2014-09-02,6663.0
2014-09-03,7269.0
2014-09-04,6138.0
2014-09-05,7356.0
2014-09-06,9658.0
2014-09-07,9301.0
2014-09-08,6901.0
2014-09-09,6831.0
2014-09-10,6472.0
2014-09-11,6890.0
2014-09-12,7306.0
2014-09-13,9690.0
2014-09-14,9381.0
2014-09-15,7195.0
2014-09-16,6123.0
2014-09-17,6020.0
2014-09-18,5469.0
2014-09-19,7090.0
2014-09-20,9012.0
2014-09-21,9728.0
2014-09-22,6516.0
2014-09-23,5936.0
2014-09-24,5798.0
2014-09-25,5867.0
2014-09-26,6543.0
2014-09-27,8509.0
2014-09-28,9469.0
2014-09-29,6608.0
2014-09-30,6093.0
2014-10-01,6758.0
2014-10-02,6892.0
2014-10-03,8430.0
2014-10-04,9882.0
2014-10-05,10335.0
2014-10-06,7679.0
2014-10-07,7007.0
2014-10-08,6584.0
2014-10-09,6862.0
2014-10-10,7197.0
2014-10-11,9111.0
2014-10-12,9711.0
2014-10-13,7367.0
2014-10-14,5781.0
2014-10-15,6453.0
2014-10-16,5804.0
2014-10-17,6995.0
2014-10-18,9606.0
2014-10-19,9742.0
2014-10-20,6954.0
2014-10-21,5854.0
2014-10-22,5631.0
2014-10-23,5912.0
2014-10-24,6604.0
2014-10-25,9015.0
2014-10-26,8813.0
2014-10-27,6779.0
2014-10-28,5739.0
2014-10-29,5594.0
2014-10-30,6207.0
2014-10-31,6773.0
2014-11-01,10207.0
2014-11-02,9978.0
2014-11-03,7888.0
2014-11-04,6455.0
2014-11-05,5735.0
2014-11-06,6631.0
2014-11-07,7559.0
2014-11-08,8936.0
2014-11-09,10395.0
2014-11-10,7362.0
2014-11-11,6558.0
2014-11-12,5938.0
2014-11-13,5941.0
2014-11-14,6911.0
2014-11-15,9136.0
2014-11-16,9515.0
2014-11-17,6445.0
2014-11-18,5736.0
2014-11-19,5668.0
2014-11-20,5914.0
2014-11-21,6584.0
2014-11-22,9108.0
2014-11-23,8928.0
2014-11-24,7160.0
2014-11-25,6933.0
2014-11-26,7803.0
2014-11-27,5137.0
2014-11-28,5696.0
2014-11-29,7405.0
2014-11-30,7877.0
2014-12-01,7045.0
2014-12-02,5829.0
2014-12-03,6220.0
2014-12-04,6503.0
2014-12-05,7176.0
2014-12-06,9153.0
2014-12-07,9512.0
2014-12-08,7021.0
2014-12-09,6648.0
2014-12-10,7069.0
2014-12-11,4819.0
2014-12-12,6551.0
2014-12-13,8457.0
2014-12-14,9318.0
2014-12-15,6743.0
2014-12-16,6758.0
2014-12-17,6495.0
2014-12-18,7015.0
2014-12-19,6256.0
2014-12-20,8692.0
2014-12-21,8916.0
2014-12-22,7566.0
2014-12-23,7481.0
2014-12-24,6300.0
2014-12-25,0.0
2014-12-26,6713.0
2014-12-27,7092.0
2014-12-28,7068.0
2014-12-29,6568.0
2014-12-30,6379.0
2014-12-31,7012.0
2015-01-01,5543.0
2015-01-02,7457.0
2015-01-03,8705.0
2015-01-04,9033.0
2015-01-05,7431.0
2015-01-06,6388.0
2015-01-07,6231.0
2015-01-08,6008.0
2015-01-09,6879.0
2015-01-10,9138.0
2015-01-11,9806.0
2015-01-12,7009.0
2015-01-13,6042.0
2015-01-14,5908.0
2015-01-15,6487.0
2015-01-16,6944.0
2015-01-17,9060.0
2015-01-18,8979.0
2015-01-19,7701.0
2015-01-20,5807.0
2015-01-21,5951.0
2015-01-22,5209.0
2015-01-23,6868.0
2015-01-24,9123.0
2015-01-25,9389.0
2015-01-26,6045.0
2015-01-27,5495.0
2015-01-28,5491.0
2015-01-29,5767.0
2015-01-30,7072.0
2015-01-31,10141.0
2015-02-01,9763.0
2015-02-02,6702.0
2015-02-03,7196.0
2015-02-04,6639.0
2015-02-05,6496.0
2015-02-06,7277.0
2015-02-07,10332.0
2015-02-08,10150.0
2015-02-09,8339.0
2015-02-10,7178.0
2015-02-11,7259.0
2015-02-12,7389.0
2015-02-13,7545.0
2015-02-14,8355.0
2015-02-15,8848.0
2015-02-16,7093.0
2015-02-17,6087.0
2015-02-18,5580.0
2015-02-19,5939.0
2015-02-20,6999.0
2015-02-21,8495.0
2015-02-22,9410.0
2015-02-23,6235.0
2015-02-24,5665.0
2015-02-25,5567.0
2015-02-26,5751.0
2015-02-27,6762.0
2015-02-28,9231.0
2015-03-01,9675.0
2015-03-02,6856.0
2015-03-03,6675.0
2015-03-04,6457.0
2015-03-05,6286.0
2015-03-06,7222.0
2015-03-07,9252.0
2015-03-08,9778.0
2015-03-09,6938.0
2015-03-10,6838.0
2015-03-11,6409.0
2015-03-12,6424.0
2015-03-13,7709.0
2015-03-14,8815.0
2015-03-15,10298.0
2015-03-16,7139.0
2015-03-17,6491.0
2015-03-18,6275.0
2015-03-19,6065.0
2015-03-20,7096.0
2015-03-21,9050.0
2015-03-22,9717.0
2015-03-23,6749.0
2015-03-24,6053.0
2015-03-25,5575.0
2015-03-26,5878.0
2015-03-27,6614.0
2015-03-28,8242.0
2015-03-29,9209.0
2015-03-30,7048.0
2015-03-31,6579.0
2015-04-01,7608.0
2015-04-02,7078.0
2015-04-03,9424.0
2015-04-04,10569.0
2015-04-05,9435.0
2015-04-06,7204.0
2015-04-07,6789.0
2015-04-08,6474.0
2015-04-09,6779.0
2015-04-10,7614.0
2015-04-11,9460.0
2015-04-12,10212.0
2015-04-13,7399.0
2015-04-14,6519.0
2015-04-15,6690.0
2015-04-16,6298.0
2015-04-17,6735.0
2015-04-18,9450.0
2015-04-19,9721.0
2015-04-20,7131.0
2015-04-21,6048.0
2015-04-22,6044.0
2015-04-23,6449.0
2015-04-24,7064.0
2015-04-25,9493.0
2015-04-26,9619.0
2015-04-27,6774.0
2015-04-28,6090.0
2015-04-29,6111.0
2015-04-30,5870.0
2015-05-01,8416.0
2015-05-02,9887.0
2015-05-03,10757.0
2015-05-04,7719.0
2015-05-05,7037.0
2015-05-06,6987.0
2015-05-07,7134.0
2015-05-08,7594.0
2015-05-09,9806.0
2015-05-10,8570.0
2015-05-11,7836.0
2015-05-12,6632.0
2015-05-13,7195.0
2015-05-14,6087.0
2015-05-15,7714.0
2015-05-16,9739.0
2015-05-17,9656.0
2015-05-18,7307.0
2015-05-19,6338.0
2015-05-20,6610.0
2015-05-21,6300.0
2015-05-22,7558.0
2015-05-23,9095.0
2015-05-24,8925.0
2015-05-25,7922.0
2015-05-26,6398.0
2015-05-27,6376.0
2015-05-28,6135.0
2015-05-29,6519.0
2015-05-30,8265.0
2015-05-31,9742.0
2015-06-01,7982.0
2015-06-02,7206.0
2015-06-03,7006.0
2015-06-04,6628.0
2015-06-05,7928.0
2015-06-06,9791.0
2015-06-07,10285.0
2015-06-08,7654.0
2015-06-09,7413.0
2015-06-10,7211.0
2015-06-11,7003.0
2015-06-12,7861.0
2015-06-13,9418.0
2015-06-14,10042.0
2015-06-15,9644.0
2015-06-16,6622.0
2015-06-17,6314.0
2015-06-18,6753.0
2015-06-19,7714.0
2015-06-20,9235.0
2015-06-21,9311.0
2015-06-22,7302.0
2015-06-23,7185.0
2015-06-24,6752.0
2015-06-25,6692.0
2015-06-26,7318.0
2015-06-27,8722.0
2015-06-28,9275.0
2015-06-29,6831.0
2015-06-30,6691.0
2015-07-01,7896.0
2015-07-02,8268.0
2015-07-03,10743.0
2015-07-04,7802.0
2015-07-05,8806.0
2015-07-06,8450.0
2015-07-07,7616.0
2015-07-08,7020.0
2015-07-09,7314.0
2015-07-10,8218.0
2015-07-11,9472.0
2015-07-12,10349.0
2015-07-13,7873.0
2015-07-14,6928.0
2015-07-15,7399.0
2015-07-16,7290.0
2015-07-17,8137.0
2015-07-18,9160.0
2015-07-19,10071.0
2015-07-20,8075.0
2015-07-21,6759.0
2015-07-22,7109.0
2015-07-23,6972.0
2015-07-24,7626.0
2015-07-25,8335.0
2015-07-26,9519.0
2015-07-27,7784.0
2015-07-28,6838.0
2015-07-29,6363.0
2015-07-30,6969.0
2015-07-31,8145.0
2015-08-01,10291.0
2015-08-02,10911.0
2015-08-03,9168.0
2015-08-04,7675.0
2015-08-05,7711.0
2015-08-06,7659.0
2015-08-07,8167.0
2015-08-08,10173.0
2015-08-09,10639.0
2015-08-10,7863.0
2015-08-11,7088.0
2015-08-12,7633.0
2015-08-13,6945.0
2015-08-14,7723.0
2015-08-15,9371.0
2015-08-16,10378.0
2015-08-17,8027.0
2015-08-18,6642.0
2015-08-19,6269.0
2015-08-20,6321.0
2015-08-21,7261.0
2015-08-22,9014.0
2015-08-23,10368.0
2015-08-24,6889.0
2015-08-25,5730.0
2015-08-26,6047.0
2015-08-27,6125.0
2015-08-28,6623.0
2015-08-29,8722.0
2015-08-30,9779.0
2015-08-31,6752.0
2015-09-01,7021.0
2015-09-02,6497.0
2015-09-03,7240.0
2015-09-04,7591.0
2015-09-05,9585.0
2015-09-06,9278.0
2015-09-07,9255.0
2015-09-08,6688.0
2015-09-09,6782.0
2015-09-10,6466.0
2015-09-11,7355.0
2015-09-12,9159.0
2015-09-13,10307.0
2015-09-14,7272.0
2015-09-15,6853.0
2015-09-16,6124.0
2015-09-17,6570.0
2015-09-18,7792.0
2015-09-19,9566.0
2015-09-20,10368.0
2015-09-21,7372.0
2015-09-22,6696.0
2015-09-23,6460.0
2015-09-24,6017.0
2015-09-25,7433.0
2015-09-26,8961.0
2015-09-27,9680.0
2015-09-28,6509.0
2015-09-29,5856.0
2015-09-30,5821.0
2015-10-01,6883.0
2015-10-02,8468.0
2015-10-03,10301.0
2015-10-04,10721.0
2015-10-05,8025.0
2015-10-06,7276.0
2015-10-07,6807.0
2015-10-08,6504.0
2015-10-09,7978.0
2015-10-10,9659.0
2015-10-11,10252.0
2015-10-12,8407.0
2015-10-13,7009.0
2015-10-14,6241.0
2015-10-15,6386.0
2015-10-16,7021.0
2015-10-17,9206.0
2015-10-18,10154.0
2015-10-19,6981.0
2015-10-20,6154.0
2015-10-21,6287.0
2015-10-22,5938.0
2015-10-23,7105.0
2015-10-24,8439.0
2015-10-25,9408.0
2015-10-26,6731.0
2015-10-27,6156.0
2015-10-28,5927.0
2015-10-29,6002.0
2015-10-30,7395.0
2015-10-31,8396.0
2015-11-01,9014.0
2015-11-02,6914.0
2015-11-03,6866.0
2015-11-04,6141.0
2015-11-05,6156.0
2015-11-06,7265.0
2015-11-07,8924.0
2015-11-08,9288.0
2015-11-09,6791.0
2015-11-10,6338.0
2015-11-11,6446.0
2015-11-12,5502.0
2015-11-13,6593.0
2015-11-14,8325.0
2015-11-15,9790.0
2015-11-16,6532.0
2015-11-17,5798.0
2015-11-18,6161.0
2015-11-19,6053.0
2015-11-20,6821.0
2015-11-21,8693.0
2015-11-22,9345.0
2015-11-23,7531.0
2015-11-24,6792.0
2015-11-25,7777.0
2015-11-26,4848.0
2015-11-27,5098.0
2015-11-28,6376.0
2015-11-29,7726.0
2015-11-30,6217.0
2015-12-01,6645.0
2015-12-02,6183.0
2015-12-03,6511.0
2015-12-04,6928.0
2015-12-05,8729.0
2015-12-06,9012.0
2015-12-07,6743.0
2015-12-08,5765.0
2015-12-09,5887.0
2015-12-10,5887.0
2015-12-11,6608.0
2015-12-12,8823.0
2015-12-13,9084.0
2015-12-14,7017.0
2015-12-15,6559.0
2015-12-16,6488.0
2015-12-17,6791.0
2015-12-18,6482.0
2015-12-19,8620.0
2015-12-20,8580.0
2015-12-21,7312.0
2015-12-22,7094.0
2015-12-23,7150.0
2015-12-24,6794.0
2015-12-25,1.0
2015-12-26,7862.0
2015-12-27,6869.0
2015-12-28,6604.0
2015-12-29,6502.0
2015-12-30,6225.0
2015-12-31,7180.0
2016-01-01,6072.0
2016-01-02,8128.0
2016-01-03,8113.0
2016-01-04,6982.0
2016-01-05,6163.0
2016-01-06,5641.0
2016-01-07,6555.0
2016-01-08,7416.0
2016-01-09,10206.0
2016-01-10,9412.0
2016-01-11,7028.0
2016-01-12,6572.0
2016-01-13,5922.0
2016-01-14,6165.0
2016-01-15,7404.0
2016-01-16,9335.0
2016-01-17,9246.0
2016-01-18,7640.0
2016-01-19,5615.0
2016-01-20,6172.0
2016-01-21,5906.0
2016-01-22,6500.0
2016-01-23,9326.0
2016-01-24,8886.0
2016-01-25,6407.0
2016-01-26,5672.0
2016-01-27,5388.0
2016-01-28,5670.0
2016-01-29,6564.0
2016-01-30,8845.0
2016-01-31,9759.0
2016-02-01,7288.0
2016-02-02,6446.0
2016-02-03,7064.0
2016-02-04,6573.0
2016-02-05,7276.0
2016-02-06,10351.0
2016-02-07,9020.0
2016-02-08,6778.0
2016-02-09,6914.0
2016-02-10,6740.0
2016-02-11,7438.0
2016-02-12,7454.0
2016-02-13,9590.0
2016-02-14,8743.0
2016-02-15,8237.0
2016-02-16,6782.0
2016-02-17,6642.0
2016-02-18,6747.0
2016-02-19,7509.0
2016-02-20,9045.0
2016-02-21,9906.0
2016-02-22,6785.0
2016-02-23,6219.0
2016-02-24,6177.0
2016-02-25,6088.0
2016-02-26,6919.0
2016-02-27,8690.0
2016-02-28,10127.0
2016-02-29,6611.0
2016-03-01,6792.0
2016-03-02,6558.0
2016-03-03,6911.0
2016-03-04,7165.0
2016-03-05,9274.0
2016-03-06,11157.0
2016-03-07,7505.0
2016-03-08,6740.0
2016-03-09,6263.0
2016-03-10,6955.0
2016-03-11,7132.0
2016-03-12,9961.0
2016-03-13,9521.0
2016-03-14,7693.0
2016-03-15,7058.0
2016-03-16,6762.0
2016-03-17,6319.0
2016-03-18,7284.0
2016-03-19,9292.0
2016-03-20,10330.0
2016-03-21,6999.0
2016-03-22,6593.0
2016-03-23,6624.0
2016-03-24,6607.0
2016-03-25,8382.0
2016-03-26,10162.0
2016-03-27,9258.0
2016-03-28,6931.0
2016-03-29,6287.0
2016-03-30,6140.0
2016-03-31,6707.0
2016-04-01,8372.0
2016-04-02,9895.0
2016-04-03,10771.0
2016-04-04,7844.0
2016-04-05,7278.0
2016-04-06,7165.0
2016-04-07,6755.0
2016-04-08,8020.0
2016-04-09,10180.0
2016-04-10,10117.0
2016-04-11,7652.0
2016-04-12,6608.0
2016-04-13,6330.0
2016-04-14,6561.0
2016-04-15,7066.0
2016-04-16,9161.0
2016-04-17,10146.0
2016-04-18,7755.0
2016-04-19,7050.0
2016-04-20,6623.0
2016-04-21,6485.0
2016-04-22,7409.0
2016-04-23,9277.0
2016-04-24,10146.0
2016-04-25,7548.0
2016-04-26,6556.0
2016-04-27,6699.0
2016-04-28,6282.0
2016-04-29,8260.0
2016-04-30,9950.0
2016-05-01,10809.0
2016-05-02,7653.0
2016-05-03,7811.0
2016-05-04,7073.0
2016-05-05,7088.0
2016-05-06,8232.0
2016-05-07,10192.0
2016-05-08,8408.0
2016-05-09,8296.0
2016-05-10,7124.0
2016-05-11,7380.0
2016-05-12,7400.0
2016-05-13,8561.0
2016-05-14,10032.0
2016-05-15,11707.0
2016-05-16,8276.0
2016-05-17,7259.0
2016-05-18,7142.0
2016-05-19,6884.0
2016-05-20,8097.0
2016-05-21,9931.0
2016-05-22,10913.0
